day,hour,charge_kwh,discharge_kwh,price_buy,price_sell,profit
300,0,39.99999999999999,0.0,0.23000000417232513,0.23000000417232513,-9.200000166893004
300,1,68.28475905744207,0.0,0.23000000417232513,0.23000000417232513,-15.705494868117894
300,2,0.0,-0.0,0.23000000417232513,0.23000000417232513,-0.0
300,3,0.0,-0.0,0.28999999165534973,0.28999999165534973,-0.0
300,4,0.0,-0.0,0.3100000023841858,0.3100000023841858,-0.0
300,5,0.0,60.00000000000001,0.3700000047683716,0.3700000047683716,22.2000002861023
300,6,0.0,60.00000000000001,0.38999998569488525,0.38999998569488525,23.39999914169312
300,7,20.000000000000018,0.0,0.3700000047683716,0.3700000047683716,-7.400000095367438
300,8,20.000000000000018,0.0,0.3700000047683716,0.3700000047683716,-7.400000095367438
300,9,0.0,80.0,0.3799999952316284,0.3799999952316284,30.399999618530273
300,10,0.0,80.0,0.3700000047683716,0.3700000047683716,29.600000381469727
300,11,39.99999999999999,0.0,0.36000001430511475,0.36000001430511475,-14.400000572204588
300,12,79.99999999999999,0.0,0.36000001430511475,0.36000001430511475,-28.800001144409176
300,13,79.99999999999999,0.0,0.3700000047683716,0.3700000047683716,-29.600000381469723
300,14,40.000000000000036,0.0,0.3700000047683716,0.3700000047683716,-14.800000190734876
300,15,0.0,60.00000000000001,0.4300000071525574,0.4300000071525574,25.800000429153446
300,16,0.0,80.0,0.5,0.5,40.0
300,17,0.0,80.0,0.4699999988079071,0.4699999988079071,37.59999990463257
300,18,39.99999999999999,0.0,0.4099999964237213,0.4099999964237213,-16.39999985694885
300,19,0.0,59.999999999999986,0.41999998688697815,0.41999998688697815,25.199999213218682
300,20,0.0,-0.0,0.38999998569488525,0.38999998569488525,-0.0
300,21,0.0,-0.0,0.33000001311302185,0.33000001311302185,-0.0
300,22,0.0,-0.0,0.3100000023841858,0.3100000023841858,-0.0
300,23,0.0,-0.0,0.28999999165534973,0.28999999165534973,-0.0
301,0,0.0,80.0,0.28999999165534973,0.28999999165534973,23.19999933242798
301,1,0.0,60.00000000000001,0.2800000011920929,0.2800000011920929,16.800000071525577
301,2,60.00000000000001,0.0,0.2800000011920929,0.2800000011920929,-16.800000071525577
301,3,80.0,0.0,0.2800000011920929,0.2800000011920929,-22.40000009536743
301,4,39.99999999999999,0.0,0.30000001192092896,0.30000001192092896,-12.000000476837156
301,5,20.000000000000018,0.0,0.3199999928474426,0.3199999928474426,-6.399999856948858
301,6,0.0,60.00000000000001,0.3499999940395355,0.3499999940395355,20.999999642372135
301,7,0.0,80.0,0.4099999964237213,0.4099999964237213,32.799999713897705
301,8,0.0,80.0,0.4099999964237213,0.4099999964237213,32.799999713897705
301,9,0.0,-0.0,0.36000001430511475,0.36000001430511475,-0.0
301,10,0.0,-0.0,0.33000001311302185,0.33000001311302185,-0.0
301,11,40.000000000000014,0.0,0.3100000023841858,0.3100000023841858,-12.400000095367435
301,12,80.0,0.0,0.30000001192092896,0.30000001192092896,-24.000000953674316
301,13,79.99999999999999,0.0,0.3100000023841858,0.3100000023841858,-24.80000019073486
301,14,28.35455207061934,0.0,0.3199999928474426,0.3199999928474426,-9.073456459790629
301,15,0.0,60.00000000000001,0.3700000047683716,0.3700000047683716,22.2000002861023
301,16,0.0,80.0,0.44999998807907104,0.44999998807907104,35.999999046325684
301,17,0.0,80.0,0.4399999976158142,0.4399999976158142,35.19999980926514
301,18,0.0,19.999999999999996,0.38999998569488525,0.38999998569488525,7.799999713897703
301,19,0.0,-0.0,0.3499999940395355,0.3499999940395355,-0.0
301,20,0.0,-0.0,0.3499999940395355,0.3499999940395355,-0.0
301,21,0.0,-0.0,0.33000001311302185,0.33000001311302185,-0.0
301,22,0.0,-0.0,0.3199999928474426,0.3199999928474426,-0.0
301,23,0.0,-0.0,0.3199999928474426,0.3199999928474426,-0.0
302,0,0.0,60.00000000000001,0.3100000023841858,0.3100000023841858,18.60000014305115
302,1,0.0,60.00000000000001,0.3100000023841858,0.3100000023841858,18.60000014305115
302,2,0.0,-0.0,0.3100000023841858,0.3100000023841858,-0.0
302,3,0.0,-0.0,0.3100000023841858,0.3100000023841858,-0.0
302,4,39.99999999999999,0.0,0.3199999928474426,0.3199999928474426,-12.799999713897703
302,5,79.99999999999999,0.0,0.3199999928474426,0.3199999928474426,-25.599999427795407
302,6,80.00000000000003,0.0,0.33000001311302185,0.33000001311302185,-26.40000104904176
302,7,0.0,-0.0,0.3499999940395355,0.3499999940395355,-0.0
302,8,0.0,60.00000000000001,0.36000001430511475,0.36000001430511475,21.60000085830689
302,9,0.0,60.00000000000001,0.36000001430511475,0.36000001430511475,21.60000085830689
302,10,0.0,80.0,0.3799999952316284,0.3799999952316284,30.399999618530273
302,11,0.0,24.663210257194514,0.3700000047683716,0.3700000047683716,9.125387912765321
302,12,59.999999999999986,0.0,0.33000001311302185,0.33000001311302185,-19.800000786781307
302,13,80.00000000000003,0.0,0.3199999928474426,0.3199999928474426,-25.59999942779542
302,14,79.99999999999999,0.0,0.33000001311302185,0.33000001311302185,-26.400001049041744
302,15,20.000000000000018,0.0,0.3400000035762787,0.3400000035762787,-6.80000007152558
302,16,0.0,80.00000000000003,0.49000000953674316,0.49000000953674316,39.20000076293947
302,17,0.0,79.99999999999999,0.5199999809265137,0.5199999809265137,41.59999847412109
302,18,0.0,80.0,0.47999998927116394,0.47999998927116394,38.399999141693115
302,19,39.99999999999999,0.0,0.4000000059604645,0.4000000059604645,-16.000000238418576
302,20,0.0,39.99999999999999,0.38999998569488525,0.38999998569488525,15.599999427795407
302,21,0.0,-0.0,0.38999998569488525,0.38999998569488525,-0.0
302,22,0.0,-0.0,0.3700000047683716,0.3700000047683716,-0.0
302,23,0.0,-0.0,0.3499999940395355,0.3499999940395355,-0.0
303,0,0.0,60.00000000000001,0.3400000035762787,0.3400000035762787,20.400000214576725
303,1,60.00000000000001,0.0,0.3400000035762787,0.3400000035762787,-20.400000214576725
303,2,60.00000000000001,0.0,0.33000001311302185,0.33000001311302185,-19.800000786781315
303,3,49.22803608074475,0.0,0.3400000035762787,0.3400000035762787,-16.737532443506392
303,4,0.0,-0.0,0.4000000059604645,0.4000000059604645,-0.0
303,5,0.0,60.00000000000001,0.44999998807907104,0.44999998807907104,26.999999284744266
303,6,0.0,80.0,0.5099999904632568,0.5099999904632568,40.79999923706055
303,7,0.0,80.0,0.5,0.5,40.0
303,8,0.0,-0.0,0.4699999988079071,0.4699999988079071,-0.0
303,9,0.0,-0.0,0.44999998807907104,0.44999998807907104,-0.0
303,10,0.0,19.999999999999996,0.4399999976158142,0.4399999976158142,8.799999952316282
303,11,39.99999999999999,0.0,0.38999998569488525,0.38999998569488525,-15.599999427795407
303,12,80.0,0.0,0.3799999952316284,0.3799999952316284,-30.399999618530273
303,13,79.99999999999999,0.0,0.3799999952316284,0.3799999952316284,-30.399999618530266
303,14,0.0,-0.0,0.46000000834465027,0.46000000834465027,-0.0
303,15,0.0,59.999999999999964,0.49000000953674316,0.49000000953674316,29.400000572204572
303,16,0.0,79.99999999999999,0.5899999737739563,0.5899999737739563,47.1999979019165
303,17,0.0,60.00000000000003,0.550000011920929,0.550000011920929,33.00000071525575
303,18,0.0,-0.0,0.47999998927116394,0.47999998927116394,-0.0
303,19,0.0,-0.0,0.4399999976158142,0.4399999976158142,-0.0
303,20,0.0,-0.0,0.4000000059604645,0.4000000059604645,-0.0
303,21,0.0,-0.0,0.3799999952316284,0.3799999952316284,-0.0
303,22,0.0,-0.0,0.3700000047683716,0.3700000047683716,-0.0
303,23,0.0,-0.0,0.33000001311302185,0.33000001311302185,-0.0
304,0,0.0,60.00000000000001,0.33000001311302185,0.33000001311302185,19.800000786781315
304,1,0.0,41.677151841337135,0.33000001311302185,0.33000001311302185,13.753460654154658
304,2,80.0,0.0,0.3199999928474426,0.3199999928474426,-25.59999942779541
304,3,79.99999999999999,0.0,0.3199999928474426,0.3199999928474426,-25.599999427795407
304,4,80.00000000000003,0.0,0.33000001311302185,0.33000001311302185,-26.40000104904176
304,5,0.0,60.00000000000001,0.36000001430511475,0.36000001430511475,21.60000085830689
304,6,0.0,80.0,0.4099999964237213,0.4099999964237213,32.799999713897705
304,7,0.0,80.0,0.4099999964237213,0.4099999964237213,32.799999713897705
304,8,19.999999999999996,0.0,0.33000001311302185,0.33000001311302185,-6.600000262260436
304,9,19.999999999999996,0.0,0.3100000023841858,0.3100000023841858,-6.200000047683715
304,10,20.000000000000018,0.0,0.30000001192092896,0.30000001192092896,-6.000000238418584
304,11,39.99999999999999,0.0,0.30000001192092896,0.30000001192092896,-12.000000476837156
304,12,60.00000000000001,0.0,0.30000001192092896,0.30000001192092896,-18.00000071525574
304,13,39.99999999999999,0.0,0.3100000023841858,0.3100000023841858,-12.40000009536743
304,14,0.0,-0.0,0.33000001311302185,0.33000001311302185,-0.0
304,15,0.0,-0.0,0.38999998569488525,0.38999998569488525,-0.0
304,16,0.0,79.99999999999999,0.4699999988079071,0.4699999988079071,37.59999990463256
304,17,0.0,79.99999999999999,0.49000000953674316,0.49000000953674316,39.200000762939446
304,18,0.0,60.00000000000003,0.44999998807907104,0.44999998807907104,26.999999284744277
304,19,0.0,-0.0,0.3499999940395355,0.3499999940395355,-0.0
304,20,0.0,-0.0,0.28999999165534973,0.28999999165534973,-0.0
304,21,0.0,-0.0,0.2800000011920929,0.2800000011920929,-0.0
304,22,59.999999999999986,0.0,0.1599999964237213,0.1599999964237213,-9.599999785423277
304,23,0.0,59.999999999999986,0.27000001072883606,0.27000001072883606,16.20000064373016
305,0,0.0,79.99999999999999,0.15000000596046448,0.15000000596046448,12.000000476837156
305,1,60.00000000000001,0.0,0.12999999523162842,0.12999999523162842,-7.799999713897706
305,2,80.00000000000003,0.0,0.11999999731779099,0.11999999731779099,-9.599999785423282
305,3,24.985412864002488,0.0,0.12999999523162842,0.12999999523162842,-3.2481035531805906
305,4,0.0,-0.0,0.20999999344348907,0.20999999344348907,-0.0
305,5,0.0,-0.0,0.33000001311302185,0.33000001311302185,-0.0
305,6,0.0,80.00000000000003,0.38999998569488525,0.38999998569488525,31.19999885559083
305,7,0.0,59.999999999999986,0.36000001430511475,0.36000001430511475,21.60000085830688
305,8,0.0,60.00000000000001,0.36000001430511475,0.36000001430511475,21.60000085830689
305,9,19.999999999999996,0.0,0.33000001311302185,0.33000001311302185,-6.600000262260436
305,10,0.0,59.999999999999986,0.3400000035762787,0.3400000035762787,20.400000214576718
305,11,39.99999999999999,0.0,0.3199999928474426,0.3199999928474426,-12.799999713897703
305,12,60.00000000000001,0.0,0.33000001311302185,0.33000001311302185,-19.800000786781315
305,13,80.0,0.0,0.33000001311302185,0.33000001311302185,-26.400001049041748
305,14,60.00000000000001,0.0,0.33000001311302185,0.33000001311302185,-19.800000786781315
305,15,0.0,-0.0,0.38999998569488525,0.38999998569488525,-0.0
305,16,0.0,80.00000000000003,0.5199999809265137,0.5199999809265137,41.59999847412111
305,17,0.0,79.99999999999999,0.5199999809265137,0.5199999809265137,41.59999847412109
305,18,0.0,80.0,0.5099999904632568,0.5099999904632568,40.79999923706055
305,19,0.0,-0.0,0.38999998569488525,0.38999998569488525,-0.0
305,20,0.0,-0.0,0.3700000047683716,0.3700000047683716,-0.0
305,21,0.0,-0.0,0.3499999940395355,0.3499999940395355,-0.0
305,22,0.0,-0.0,0.3499999940395355,0.3499999940395355,-0.0
305,23,0.0,-0.0,0.3499999940395355,0.3499999940395355,-0.0
306,0,0.0,59.999999999999986,0.3499999940395355,0.3499999940395355,20.999999642372128
306,1,60.00000000000001,0.0,0.3400000035762787,0.3400000035762787,-20.400000214576725
306,2,60.00000000000001,0.0,0.3499999940395355,0.3499999940395355,-20.999999642372135
306,3,60.00000000000001,0.0,0.36000001430511475,0.36000001430511475,-21.60000085830689
306,4,0.0,-0.0,0.3799999952316284,0.3799999952316284,-0.0
306,5,0.0,60.00000000000001,0.4699999988079071,0.4699999988079071,28.19999992847443
306,6,0.0,80.0,0.5299999713897705,0.5299999713897705,42.39999771118164
306,7,0.0,80.0,0.5600000023841858,0.5600000023841858,44.80000019073486
306,8,0.0,-0.0,0.5,0.5,-0.0
306,9,40.0,0.0,0.46000000834465027,0.46000000834465027,-18.40000033378601
306,10,39.99999999999999,0.0,0.4699999988079071,0.4699999988079071,-18.79999995231628
306,11,40.000000000000014,0.0,0.47999998927116394,0.47999998927116394,-19.199999570846565
306,12,60.00000000000001,0.0,0.47999998927116394,0.47999998927116394,-28.79999935626984
306,13,0.0,-0.0,0.47999998927116394,0.47999998927116394,-0.0
306,14,0.0,60.00000000000001,0.5899999737739563,0.5899999737739563,35.399998426437385
306,15,0.0,60.00000000000001,0.5600000023841858,0.5600000023841858,33.600000143051155
306,16,0.0,65.02093070304625,0.5899999737739563,0.5899999737739563,38.36234740955552
306,17,0.0,-0.0,0.5600000023841858,0.5600000023841858,-0.0
306,18,0.0,-0.0,0.47999998927116394,0.47999998927116394,-0.0
306,19,0.0,-0.0,0.41999998688697815,0.41999998688697815,-0.0
306,20,0.0,-0.0,0.3700000047683716,0.3700000047683716,-0.0
306,21,0.0,-0.0,0.36000001430511475,0.36000001430511475,-0.0
306,22,0.0,-0.0,0.33000001311302185,0.33000001311302185,-0.0
306,23,0.0,-0.0,0.3199999928474426,0.3199999928474426,-0.0
307,0,0.0,79.99999999999999,0.3199999928474426,0.3199999928474426,25.599999427795407
307,1,0.0,60.00000000000001,0.30000001192092896,0.30000001192092896,18.00000071525574
307,2,79.99999999999999,0.0,0.30000001192092896,0.30000001192092896,-24.000000953674313
307,3,79.99999999999994,0.0,0.3100000023841858,0.3100000023841858,-24.800000190734846
307,4,0.0,-0.0,0.3400000035762787,0.3400000035762787,-0.0
